Lookup Term,Start,End,Company
#ETH,2013-11-01,2013-12-31,ETH#
#ETH,2014-11-01,2014-12-31,ETH#
#ETH,2015-11-01,2015-12-31,ETH#
#ETH,2016-11-01,2016-12-31,ETH#
#ETH,2017-11-01,2017-12-31,ETH#
#ETH,2018-06-01,2018-07-01,ETH#
#ETH,2018-11-07,2018-11-14,ETH#
