Lookup Term,Start,End,Company
#ETH,2013-09-01,2013-11-01,ETH#
#ETH,2014-09-01,2014-11-01,ETH#
#ETH,2015-09-01,2015-11-01,ETH#
#ETH,2016-09-01,2016-11-01,ETH#
#ETH,2017-09-01,2017-11-01,ETH#
#ETH,2018-05-01,2018-06-01,ETH#
#ETH,2018-11-01,2018-11-07,ETH#
