Lookup Term,Start,End,Company
#ETH,2013-07-01,2013-09-01,ETH#
#ETH,2014-07-01,2014-09-01,ETH#
#ETH,2015-07-01,2015-09-01,ETH#
#ETH,2016-07-01,2016-09-01,ETH#
#ETH,2017-07-01,2017-09-01,ETH#
#ETH,2018-04-01,2018-05-01,ETH#
#ETH,2018-10-01,2018-11-01,ETH#
